Positive	Negative	Text
3	-1	"#Portaaporta @senatoremonti @ilpdl @forzasilvioit @GiorgiaMeloni @ Mov5Stelle technology common good let's build real progress !,"
2	-1	"Watch out for illusionists, old and new ... And I've said it all! See you tomorrow."
2	-2	"32) do you have any of their books? the x factor book and dare to dream both strictly in ENGLISH."
3	-1	"@commercialista @OGiannino @matteorenzi if you rate us even better ha ha :) Hello and thanks for the exchange of views"
2	-2	"@ganjaboat_ Elena is expensive even if used u.u I like Mariana because it is nice to see, to sign and it is not used much :)"
2	-2	"@infoitinterno Berlusconi's joke: does Professor Monti also tax us the pipe? What a laugh ..... Impossible to tax out of order antiques."
1	-1	"06:40:25 #A12 slowdown from Genoa East to A7 Milan-Genoa connection"
2	-1	"I just bought Red Cupboard Doors on Stardoll. Take a look at my Suite! http://t.co/iGLqOBxm"
2	-1	"@happywherever well .. It's raining and I'm without an umbrella with Audrey who will taste like a mouflon because without a jacket: - \ and late but good morning :-)"
1	-2	"Catanzaro: pizzini from prison for the boss Giuseppe Alferi - Although detained in the prison of Catanzaro, the boss Gi ... http://t.co/E9mcFrig"
1	-1	"Unical Salary | Corriere della Calabria http://t.co/3VMluOQ7"
1	-4	"i hate all of you who have already gone to see midnight in paris"
2	-2	"@f_ridolfi think if the PD loses them and the PDL must make alliances with #monti #casini ... #fini to govern !!!"
2	-3	"Third dose vaccination. Ugh. @Accursio! #I read"
3	-2	"Older beliebers know what it's like to love someone who gets teased by everyone .. # 6YEARSKIDRAUHL sure .. Now it's \ ""cool \"" .."
3	-4	"Say you wanted to make me cry: ') I love you love, I love you like I've never loved anyone before. �?�http: //t.co/cJdRm7q0 via @itsFumihiko"
2	-1	"The best thing a person has done for you? - Also for this question I could write a poem but m ... http://t.co/fsaWvynM"
1	-1	"I have to go do my homework .... yet I'm here, listening to The Pretty Reckless. #someonewillgalecuffiette"
1	-1	"@AlfredoPedulla by now it is clear that the incoming situation for Inter is linked to the departure of Sneijder but how will Moratti do the future?"
1	-1	"IFM Investments Limited (NYSE: CTC) Jan 15, 2013: __IFM Investments Limited (NYSE: CTC) also from a ... http://t.co/qncHWXjO #Finance #Trading"
1	-3	"@noviadelanzani that assholes, but okay it also happens in my class."
1	-1	"All Around is Shadow - Cathryn Green at Biella Festival 2011 http://t.co/8EUfzFeN"
2	-1	"I've always believed in everything .. but it doesn't have you !!"
2	-1	"@AFerarra ahahahah ... calm with us everything easier and faster @carolagugliotta"
3	-1	"@shelovesdarren I understand you babe. I would have liked to have read all the books anyway."
1	-1	"Cold and snow, a week of frost is coming to Italy http://t.co/l0894JAL"
1	-4	"Everyone criticizes #letroiedellamiascuola but the girls are envious and the boys drool over them! Nobody thinks about themselves ??"
3	-1	"We are very good at not being heard anymore: we manage not to write, not to call, but if only we could also not think about it."
2	-1	"@rapevato thanks askdjf c:"
1	-1	"The electoral slogan of #Monti that can be read on the posters: \ ""Italy that rises \"". But are we talking about #elections or #erections?"
1	-1	"@_oldsweater P-E-R-F-E-T-T-A Rubinia we give it to Cibiroli AHAHAH: D"
2	-1	"@melenabig thanks, but I didn't understand the bravacasa thing."
3	-1	"@xliamsprincess I love you. Much. <3"
3	-2	"I watch the BrainStew video and notice three fundamental things: Billie has crooked teeth, silly video, after 3min everyone is given to crazy joy"
2	-2	"Hi @NasciutiA @TowebCo sorry if I answer you only now. I will definitely call you, thanks."
2	-1	"@PattyCristofalo I am always in favor of profitterol, even if I shouldn't ... :-)"
3	-1	"@EdwardsPerrie_ @MileyReyCyrusF_ love meet miley, miley she is my daughter: 3"
1	-2	"What's the most dangerous thing you've ever done? - tell my grandmother I was not hungry ... http://t.co/ENWG45KG"
1	-3	"# ballarò give the right to all citizens to deduct everything according to some% to track accounts and illegal jobs !!! so less taxes"
2	-1	"@ManussMadau thanks for putting up with me. I let it out, I feel better :)"
2	-1	"@ rossa008 all on a trip to lampedusa :) #portaaporta"
1	-3	"@ Nicolabarone3 a consultant as rude as ever .."
1	-1	"Selection for 10 positions as Nurse for occasional shifts - Senate of the Republic - Rome http://t.co/J70utpwH"
2	-1	"@ mcristina_79 well I always say that #MIAMO meetings have a completely different style!"
1	-1	"@maroni_leganord you can also drink a lot of Padano milk."
3	-1	"@ YouAreMySmile1D what happened to your beloved radiator? D:"
1	-1	"The only reason we all hold onto memories so tightly is because memories are the only things that don't change.-Wiz Khalifa."
2	-1	"@ Cri1621 I'm improving in this too;)"
2	-1	"@somasheart thank you 😊�?�"
1	-3	"#nde #neardeathexperience # near-death How a near-death experience reconciles you with life: If you've ever ... http://t.co/jfpTD14Y"
3	-1	"@yotobi yoto what do you think of fringe season 5? in my opinion it is the best I hope the ending does not disappoint me"
2	-1	"@ MaryCarliter99 awwww thank you * w *"
1	-4	"Pain leads us to make bad choices, fear of pain is even worse."
2	-1	"@stefanogabbana I think it's normal it's happening to many of my friends too .... including me!"
3	-1	"@GIADACAKES good evening to my artist! A kiss"
1	-3	"@vivalya to you too ... very cold .. very issimo ..."
2	-1	"Hello Summer, a French group published by our friends at Coraline Records ... http://t.co/hJLc4Y2j"
1	-1	"Hello everyone http://t.co/V7kKeyi9"
2	-1	"I just updated my LinkedIn profile. Become part of my professional network! http://t.co/0mgyWBE3 #in"
2	-1	"""@Iosonogeco #Young #Gechi and not in #Emilia # Romagna, lots of #information useful for everyone http://t.co/2IrubHL2"" @retetogether @Mondinsieme"
2	-2	"don't question in math today! but from the checks we did yesterday, I didn't know a damn"
3	-1	"@georgescheek omg jshsksjeh thank you! ** I love your jdksbrksjs"
2	-1	"@alo_oficial .... finally !!! Are you having fun in Italy huh ??? 😜😜😜"
1	-1	"Coaches: all salaries. And Italy is lagging behind #Guardiola #Conte #Calcio http://t.co/qTCCDASq"
2	-1	"@TheAmandorla mah, in fact yes :) cmq I was moved even before, it's to die for -.-"
2	-2	"RT @ zluca2: Storm Pdl, Vignali arrested. The prosecutor: ""He contacted Berlusconi thanks to Macrì"" - Il Fatto Quotidiano http://t.co/2LeUBUEM"
1	-2	"if they don't release the Faceless video in 0.2 seconds I swear to you I'm going to crack something at random with the people of Sumerian Recordz."
4	-1	"After yesterday's leaps and today's #superLento, the tendon is fine! Now #carneBianca for white fibers !!!!"
2	-1	"You will think again, to all the good that I have given you only and only me .."
1	-1	"Photo #Amore, #treatment http://t.co/S9PmEHwN"
1	-4	"Disabled, suffering and fatigue - Gabriele Corsi - Il Fatto Quotidiano http://t.co/cGdYlDQ1"
1	-1	"@KatiaKamp I'm still self-sufficient # la fontana di trevi - :)"
1	-1	"ai how much drama, sleep"
1	-2	"Dead or Alive 5+ takes the challenge on PS Vita in March http://t.co/3kZXempW"
3	-1	"#rt follow me and I follow you and tell you what I love about your profile and add you to my list increase followers"
2	-4	"AIRC AND THE ORANGES OF HEALTH: Supporting research to make cancer more and more treatable: this is the intent of ... http://t.co/gAanOrGE"
2	-1	"All Android - Sony Xperia Z official at 649 € in Italy in March: With communication to the official, the ... http://t.co/KkkPtbgU"
1	-2	"@kidrauhl_ollg sorry again for the shit figure."
1	-1	"my god but i have to do my homework"
2	-1	"@_horansmuffin_ thank you very much"
1	-1	"Here you will find all the streaming to see the episodes of this anime, for free and without registration, ... http://t.co/Vg3P54DN"
1	-2	"@Valedfclhuivgy I will have to use force ..."
2	-1	"@_Liamshug__ are you the female ahahahahahah maybe then she looks like the truzza girl who listens to music tunz tunz tunz parapara tunz tunz"
2	-1	"@ Lou155204 thanks to you <3"
2	-1	"Who knows you better than anyone else? - I know myself better than anyone !!! http://t.co/21Y2hi8u"
1	-1	"Italy does not care about the Erasmus vote. #forgeteuropa. http://t.co/lUGV1oH9"
2	-4	"@xonedhugs ah but first you had to see my reactions: I went from laughing to sad face saying .. Oh God no, not that. AHAHAHA"
2	-2	"De Laurentiis: \ ""Sports justice must now be changed, Napoli-Juve is like Napoli against Italy. The http://t.co/R07OhKgz"
1	-3	"#quartograde is showing us that the Venezuelan authorities are even more incompetent than the Italian ones. nn I thought it was poss."
1	-1	"@xpornerection done c:"
2	-1	"@Kia_Thorin haha ​​you finally reached the end XD"
3	-1	"#lecosechedovetesaperesudime when I walk with headphones and listen to oned o ed, I feel like they are next to me and I'm fine."
3	-1	"@_chiarabizzini we are love"
1	-1	"News - ECOMONDO FAIR FOR A SUSTAINABLE DEVELOPMENT - From 9 to 12 November the Rimini Fair ... - http://t.co/mdS5ZMwQ"
3	-2	"@cyrussdream love sorry if I don't write to you so much anymore, but here in the snow I like to go out for walks, love u. <3"
1	-1	"Bersani \ ""I'm not Robespierre, no to patrimonial \"": (AGI) - Rome, 18 Jan. - I don't want to do Robespierre or Sain ... http://t.co/7SAfk10l"
1	-1	"today is the birthday of brigi hdskfhdsfdefg"
3	-2	"Give me love (Zouis): http://t.co/Nr8Ok6TG via @youtube Made by me :) Yes, I have nothing to do xD"
1	-1	"cie is it possible to do the written gymnastics tests? just us fucking ewe"
3	-1	"Welcome to the temple of relaxation and health of Terme Topolsica. http://t.co/L83vVoqB #terme"
1	-1	"there is a chance to see texeira at juve"
2	-2	"@BorgoCarbonai hello Baby is it still snowing at your place? here a cold wind Tittiaaaaa"
1	-1	"@THitaliaFC but why not make a page where to say these things that have no relevance for TOKIO HOTEL fans? : D"
2	-1	"@xtaeminnah Also involved in the study though! Mhmm nothing is okay here (?) ;;"
2	-1	"#RomaCapitale #Alemanno - \ ""And I pay! \"" Http://t.co/OuI3S7LX via @repubblicait"
2	-1	"#rt follow me and I follow you, I also vote for you the icon if you put me in your favorites, promised or c:"
2	-1	"What is the thing you are most proud of? - one direction. http://t.co/C56QdwSc"
1	-1	"""Dear President, but why are the professors changed in the middle of the year?"" - @la_stampa http://t.co/6SmT6uMy"
1	-2	"@ FaBiOCaRtA3 _pure here ... and I have a lot of problems for everything"
3	-1	"It's amazing how in 3 days your life can change from this to this."
1	-3	"\ ""This is the problem of your generation. You are obsessed with labels. \"" -Glee"
2	-1	"The #TassoZero on all #Apple products is also on our #compraonline this weekend! http://t.co/WmODC3MP"
2	-4	"@brunoficodindia go brown! what a scare ... recover soon!"
1	-1	"I would like to see if you also say no to something you want cc"
1	-1	"@iwillmarryniall awwawaw but how much puppy is he? aslghkd"
2	-2	"@liamsmoonwalk the shirts hide well. You don't know how bad it is to go to the pool with my friends. Or when someone touches me i -"
1	-1	"YEAH \ ""BELLA VITA \"" IS THE 1ST TRACK @ KONTORRECORDS @ DJANTOINE <333 http://t.co/p6AOkB2s"
1	-1	"Bamo to the"
1	-1	"On newsstands in the Fatto Quotidiano of January 16: ""Pane, manette e Crisafulli"" http://t.co/GA7cGjOU"
1	-1	"Evening news: Inter Roma on January 30 postponed to April 17, given that Cellino was opposed to the postponement of Rm Cagliari"
1	-1	"@zaynshajr well c:"
2	-1	"However it is true that when you like someone everything is different .."
3	-1	"not calling a girl haunts just because she is chasing her love .. #ZaynMalik http://t.co/vBplbbr4"
2	-1	"Sometimes I think about what life would be like without music, and I think if it were, it would have no reason to be lived."
2	-1	"@_onedsheart thank you very much .... I guess your emotion when you saw"
2	-1	"@ lucam1968 now me too! ;)"
1	-1	"how receptive are you in the morning from 1 to Andreotti?"
3	-1	"@ehiccolfer :) getting a life is essential ... it can also give you inspiration to write..writing is your passion I guess so ... :)"
3	-1	"I like a photo of username: \ ""iazabel \"" on instagram! cap .: \ ""The domain of machines. Urban design. #life ... http://t.co/ckaulXdx"
1	-1	"@drunkloujs that I'm okay.?"
1	-1	"@hemakesmedream okaay. c: in any case, it is also okay for me to take it on the spot, in the sense, the same day. then boh, also not to make you-"
2	-1	"@ehjhoran thank you c:"
2	-1	"@zajnslove no thanks for the prayers xusnxuosbzjai"
1	-1	"PS Vita Wallpaper: New-York http://t.co/znAlooHR #PSVITA #PSV"
3	-2	"My mother only calls me ""love"" when she did something wrong ... I know you by now. Fox of a woman. I don't care u____u"
2	-1	"@_horan_hug_me Thank you"
2	-1	"32. Would you just like to be friends with him? I'd give anything to be ..."
1	-1	"Italy tourism development plan of 18.01.13"
2	-1	"@horansmyhope directioner and that's it, they are my only reasons for living. I don't like being part of more fandom, I care -"
1	-1	"@titofaraci well yes, to him as to (almost) everyone"
3	-1	"""Its charm does not arise from the fact that it is unusual and exciting but from having found something exciting ..."" http://t.co/ISalAKAk"
2	-1	"@myalgels Hi we're on the same list, do you want to follow up? Thanks C:"
1	-1	"6.What about the hair? dark blonde 7. how much are you Italian in percentage? 100%"
1	-1	"Project still in progress ... http://t.co/lM3o4t58"
2	-1	"@xharryismyangel and then put the tongue in the nose AHAHAHAH what I can do too so I go straight to Italy's got talent haha"
1	-3	"@Barbara_Napoli My father used to say: If you want to know what ingratitude is, you just have to do some good to someone !!!"
1	-1	"#italiansgottalent how did this one untie? o.o"
2	-1	"@sattamelissa now I wear too! I'll beat you soon :-)"
1	-1	"@FabioOfficial_ @ MauriSca7 the Italians, but we too (you + me) are Italians"
1	-1	"Polistena - Bovalino C / 5 1-5: The amarnato fly alone on the head. http://t.co/QOZThSPF"
1	-1	"If everyone knows my mother's sister ... is it a News? XD"
2	-1	"@AngelaManzo @Red_Sunflowers @ crysalis82 eh you see, then I understood correctly! In Lucca, on the other hand, I realized that there could be the GC .. maybe I>"
2	-1	"#Pogba: \ ""They say I look like Vieira? No, I'm just Paul \"" He's not comparable to anyone in personality! #JuveUdinese"
1	-1	"CACERES A MP: \ ""It was an important match, from today we think of Lazio \"": Martin Caceres commented on the microfo ... http://t.co/Jnd6Ngpp"
1	-1	"AS Roma vs Inter Milan"
2	-1	"@Sideral__ no thanks, pass ahahahahahahahahahahah"
2	-1	"@Fabio_Trevi still good?"
3	-1	"DC UNIVERSE IS THE GAME OF THE MOMENT! THOUSANDS OF PEOPLE ARE ONLINE PLAYING! TRY IT YOU, IT'S ... http://t.co/re8RwHwE"
1	-1	"#rt follow me, I follow you and I add you to my List Increase followers x8"
3	-1	"I don't know how #Pogba slept last night, I am fine thanks to him ... and if I ring the bell for 1 bit of milk, I milk his cow!"
3	-1	"Do you prefer to take a bath or shower? - I love to take a bath, but since I eat little to fill the tub, I do ... http://t.co/33LZtkX1"
3	-1	"@supratrice jdkg thanks again sweetie c:"
1	-1	"Yesterday in Rome we officially presented the character of the democratic party, on the occasion of the meeting ... http://t.co/aQwQuwVX"
2	-2	"# Followme1D But why don't you go and clog up another social network, care directioners ?? What has Twitter done to you?"
1	-1	"harry and tay would come to Italy."
1	-1	"@zaynvr sisi, always on everything .."
2	-1	"Last spectacular point #DjoWaw wins the strongest but not the best of the day"
1	-1	"in practice I put the large bed in it, and I moved everything: wardrobe, desk, stereo. EVERYTHING éwè"
1	-1	"@biebsongs you too, I'm not even connecting anymore ..."
1	-1	"@onvictoriaside did spare parts ??"
2	-1	"What was your favorite childhood toy? - the barbie (': http://t.co/wE02R4Cj"
1	-1	"@joshiferforlife how hard life is huh: C"
3	-1	"@Rossana_Ita Thank you !!! #LevyBesos"
3	-4	"@loreeEK I'm just asking you for a favor, really please don't touch luke anymore. You can hate him as much as you want, but don't touch him."
2	-1	"@biebsbreathing I don't understand the times, what would it be like in Italian?"
2	-2	"@MarcoPist why don't they give sweets? Damn you and when you have decided to move to a serious school. I preferred it when you were at the Banzi"
2	-1	"@liamswjngs omg also has emma stone's jfvdhjvhsdhf * fangirling * (?) ok lol OuO"
2	-1	"#PotterheadsAreStillHere http://t.co/YxFnYg3Y i did this group on fb. Potterheads sign up. I'd like to meet you all c: x9"
2	-1	"@GaiaCobalto someone will pay me huge health care after ##########"
3	-1	"85. And in love at first sight? no.86. Does the 'and they all lived happily ever after' exist? no. 87. The last movie seen? I don't remember or:"
1	-1	"Ilva, ""No decree"" The Vendola award arrives - ECONOMY, we are still far from a solution .... http://t.co/Mw3gex8e via @ Lettera43"
3	-3	"even the most shit in the world can tell you you're not that great, but it'll hurt just the same. my self-esteem went down."
2	-2	"#seriea this year clash between the big names: who will give more points to #juventus? #securitydistancefor chosen"
3	-4	"I pass from absolute happiness to unimaginable sadness. Good Antonia, good."
2	-1	"Help new member ..: Hi everyone, I need opinions / advice; I have an employee that I would define tranquil ... http://t.co/HkAELJGR"
3	-1	"Anyway as a rossoblu fan, I think that like last year they raised the hinterreggio, this year it's up to Acr Messina !!! Serie D!"
3	-1	"it is really true that in Italy we let the best ones escape ..... opss http://t.co/psjBn86r"
3	-2	"@sc_sabry it was hell, ciaooooo Donna hahaha Li can do it all :-) :-) :-)"
1	-3	"Sallusti insults Ingroia, between Napolitano and Annunziata - Orazio Licandro - Il Fatto Quotidiano http://t.co/5NOISlXo via @fattoquotidiano"
2	-2	"@quintinocavallo @pierluigibattis If it is that of '95 on the BSSA: in fact it is impossible to time dependent statistics. NO predictions!"
1	-1	"Watch some excerpts from the episode of Sereno Variabile dedicated to the Galata Museo del Mare http://t.co/MDex9rA5"
1	-3	"@dellaigroig @solocristy everything ok you are very cold here too and a little rain ... for the rest of your frari knocked out by the VIRUS ... poor: ((("
4	-1	"Villa makes the natives happy! With this construction my island is even more fantastic!"
2	-1	"@romamobilita When is the service expected to be restored? Thanks."
1	-1	"@InfoAtac @iltrenoromalido after Linea B now also #RomaLido #tordivalle is stormed by #free players"
1	-1	"@KempesAstolfi in my opinion, on the other hand, can make a difference"
2	-1	"@jawaadsonrisa OMGGGG do you have classes up to j? I am moving now HAHAHAHA"
1	-1	"@_unhate @ G14d4 I was thinking that too xDDD"
2	-1	"who wants help with followers ?? #rt follow me, I follow you and I add you to my list \ ""increase followers \"" # daiii #cagatemiii x1"
2	-1	"@ Chiara_EL92 I have the parents from Campania haha ​​:) (all relatives included) xD"
1	-1	"#free ask but what happened to pabon? Are you moving or not?"
2	-1	"@AmberIlPiccione Yes Rome is sdbvijdsbuidsh In the end it's not that far away ... lol"
3	-3	"for my brother there is no longer a good morning or a simple hello I: day He: hello ugly, how ugly you are I smile but I feel dying"
2	-1	"@ inter_90 for now! We have to wait ... there could also be a good buy on January 31st ..."
2	-1	"how dear chato nesse facebook"
2	-1	"Carnival is approaching and our blogger offers us sweet potato and apple ravioli, from the Slow Food Cooking School http://t.co/ofBb7yFJ"
3	-1	"@MovBestiale @acotrozzi @ariannaanesi @ronpaola @ annamariabiasi1 😘😘😘 thanks !!!! Bacinissimo !!!"
1	-1	"@martymime ALSO. Better to write certain things to followers who don't see you than to those who know you"
2	-1	"To read: \ ""Sarah died of anorexia. Is TV good for showing? \"" Http://t.co/f9tXYIfj"
1	-2	"From Thursday to Saturday at 13.50, on Italia 2, appointment with the block #Cinema 2. Watch the video: http://t.co/bvKwMWIk"
1	-2	"Hello. I wanted to write all this in a tweet, but those damn 140 characters won't let me. http://t.co/zaPg1M6W via @cyrussdream"
3	-1	"HELLO! @onedsoath Thanks !!"
1	-2	"no but 'windows' already broke my dick, before she was also right, but everything has a limit .. and she has overcome it, I break it myself .."
3	-1	"@ilPelleS Thanks to you! ;)"
2	-1	"@luatom and they do well !! : D"
1	-1	"Tonight after #quintacolonna there is #terra and we talk about young people and youth unemployment ... @social_mediaset @newsmediaset #iologuardo"
2	-1	"@GraceLCoop it's all about the makeup, Enny! Thanks anyway :')"
3	-1	"The moment you decide to listen to all 'songs about jane' again but your stereo doesn't agree. FRIEND IT'S THE M5, IT WORKS!"
3	-1	"@thingicant thanks a lot. I hope it will be soon. Do you ever feel this way?"
3	-1	"@Endorphineee Thanks! Welcome to you too :)"
3	-4	"enough, I leave everything and I throw myself in the pool with all the BYE BITCHESSSS dress! ZAYN, LOVE LEND ME YOUR ARMRESTS lol"
1	-1	"Giorgio Gaber, stage name of Giorgio Gaberscik (Milan, 25 January 1939 - Montemagno di Camaiore, 1 January 2003)"
2	-1	"@gottabefearless but eat emoction, it's for fun, always point out everything, if you don't like it you can even go to sleep, there is."
3	-2	"UNFORGETTABLE SEXYY BOMB ... - Woman looking for a man Rome - http://t.co/94w4PRCB"
1	-1	"Point 1. Alia's husband> Not yet ò ò / fixmale"
3	-1	"Today is our anniversary, 3 years together! Thank you for existing! <3 <3"
3	-1	"@stoimpicciato I don't lie ... Even without a mask. Anyway free to choose. :-) :-) :-)"
3	-1	"@MyPedroCassiano Tudo sim love and contigo?"
3	-1	"@fabfazio Congratulations, we really need to see something good every now and then. Thanks"
2	-1	"If you too are at home like me #rt follow me and I follow you and in addition I vote for you profile c:"
1	-1	"MILAN: JANUARY 24th presentation of the book by Dario Edoardo Viganò ... http://t.co/DKlHWRAP http://t.co/on6jZZxo"
4	-1	"@PatrickAntoin after seeing you in the picture on your profile, I can't help but tell you that you are a SPLENDOR !!!!!!!!!!!!"
1	-3	"Follow us on viveredimmobili.it and you will discover all the tricks to sell a house quickly and easily !!!"
1	-3	"MARIO MONTI COMPLAINTS ABOUT THE INSULTS HE RECEIVES ONLINE .. \ ""One thing is to make proposals, another is to insult .... http://t.co/LtK29dNU"
2	-1	"an out of school banner says: ""if I were a painter I would paint you, if I were a poet I would praise you, but I'm a trumpeter"". AHAHAHAHAH"
2	-3	"don't break the fuck, we did it for fun, give some humor. #twitterparty"
2	-1	"thanks http://t.co/Yi2YNpkj"
2	-1	"The Sienese Chianti celebrates the Day of Remembrance with two events in Castelnuovo Berardenga ... http://t.co/D3LRseef"
1	-1	"I remember that in sixth grade we did a test on girls' weights ... I weighed 43kg and they 35kg ..."
1	-1	"follow @Vero_Liam_Pane and #rt if you did, at least I follow you c:"
2	-1	"people, how much calorrrrrrrr"
1	-3	"@ Palets_8 do 10 push-ups after being fucked up by @ lesto9"
1	-1	"Saturday 26 January from 10.30 to 11.30 guided tour of the Basilica of San Piero in Grado http://t.co/5rqSqEbJ"
1	-1	"On #paywall #journalism #paidcontent finally, in Italy. Italian newspapers and the world of the Web - Wired.it http://t.co/gkeYkV4Q"
3	-1	"@shesfearless sure it will work out, be confident hdjhkj I'm here cheering for you to make things better. know it: 3 ♥"
2	-1	"@whosayspayne @liamvato @ehygrande thanks for the mentions lala"
1	-1	"but me too with yours, jfhduf <3"
4	-1	"Dear how beautiful Del Piero !! <3 They did a report on him on RaiSport1:) - PDC11"
2	-1	"@swaagpanda thanks"
1	-1	"@twjlight AHAHAHAHAH I wanted to died but. what did you do now? c:"
2	-1	"@Robertsgloves thank you ..."
3	-1	"@VilAfuckingA thank you very much! = 3"
1	-1	"@Sunako__Chan you had a curl ?? do you have photos? I want to see"
1	-1	"# sportitaliamercatoNews about Salamon's move to Milan? Possibility of the Zuniga track for the Rossoneri defense?"
3	-1	"# 10ragioniperamiamelamiamiglioreamicaditwitter is beautiful even if I've never seen her, I already know <3 @ Horangeade1"
1	-1	"Give one we have to do #FinoAllaFine"
2	-1	"@ 69withweasley thank you very much. if I find the courage to do it you have to try it too :) <3"
1	-4	"@ Nicolinux777 try to knock right? And then .. did you still bring your pajamas?. One can also feel .. useless :( Anyway I was here but nothing"
3	-1	"#ballaro as usual beautiful words. Everyone has the recipe to revive the @belpaese. We can't get enough of gossip and demagoguery"
2	-1	"@heistyless our talks are the best, I can talk about everything with you, we have too many laughs there:"
1	-1	"I think after everything I've been through with him, it's impossible to forget, memories will always come back to mind."
2	-1	"@FedericoNero a movement that wants to break everything with these connivances gives me little confidence, of course if the base takes the reins it changes everything."
1	-1	"Good night to all"
1	-1	"@AdolfHipsterX How polite. I also offer you some pastries."
2	-1	"Moringa helps Africa thanks to its properties Let's find out the properties in numbers of Moringa and its ... http://t.co/6Sya8sPv"
1	-1	"@p_depaola with today's title also revalues ​​Minzolini # bias"
3	-1	"@Robertsgloves Have you been there ?? I love it too .."
2	-2	"I know people who actually quit smoking thanks to the electronic cigarette because they didn't have a lighter to light it."
1	-1	"@edoardofasoli @senatoremonti Both of them."
1	-1	"how do you remove all the banner? #helpp"
1	-1	"What are you willing to do to survive?"
2	-1	"PESCARA, D'Agostino: ""Legrottaglie made me discover the faith"" http://t.co/mcHnixCI"
1	-2	"Il Fatto> The tale of Bradford, from the fourth division to the English Cup final"
1	-1	"I want to take it to the next level, I want to bring what I write to life"
1	-2	"I am tired of this life, I want to die. Kill me."
2	-1	"@A_null_P already done, thanks :)"
2	-3	"@ andrew_young013 \ ""The melanzanssssss \"" ... and it is thanks to them that I am losing my youth hahaha @ teodorico88 http://t.co/OK548hmj"
1	-2	"What conversation topic do you find boring? - anything even remotely related to the epic .... http://t.co/kt6uMTQt"
3	-1	"@hesmyhappiness @luciagnech I'm getting excited too"
1	-2	"-which made me feel bad: 'you don't understand anything, you have to ask for a number, meet you, hang out with you' I don't want to hang out in the sense-"
4	-4	"-I love you, I really love you. I owe you a lot, you tickled me in the worst moments, and you gave me a smile in the midst of a cry-"
4	-1	"@uandeirescion they are really beautiful as schools c: some of my friends go to the masters and they say it is a really good school.sknjsxb c:"
1	-1	"@ohiniall i took a mini run to hear one thing and wmyb on that show. AHHAHAHAHAHAHAHAHHAHAHAHA"
3	-1	"Beautiful win tonight! Thank you guys! @VolleyLube @LubeNelCuore #lube #CEV # A1Mvolley"
1	-3	"I have hair this morning that would make Peazer envy."
3	-1	"@lousarms @ prilla92 you too ?? No oh well I also respect you asfjdjs .. it was destiny that we should know each other: D"
2	-1	"@agorarai Venghino, come Siori, the jobs increase to 4 million !! But does anyone still believe the barker? #agorarai"
3	-1	"@ChieppaNunzia Thank you very heartily dear Nunzia..I exchange with love and sincere Affection..of such simple friendship KISS http://t.co/3KM5Wxsd"
4	-1	"Women are architects. They stop loving you when they can no longer make plans."
1	-1	"@Believe__ @TinaBaffy Tina as sedice in rome \ ""you have to bang a belly on the counter \"" in the sense that you have to offer a drink :))))"
1	-1	"@cher_lloydlol but nothing happened, you also saw that I am not much there .. I don't want to"
1	-3	"want to leave and send everyone to fuck .."
1	-1	"But what about high-waisted skirts? T."
1	-4	"Whatever horrible you may do or even think ... I will stand by your side and you ... http://t.co/4zcVLEXR"
1	-1	"@ SupportRossi46 hello we are part of the same list increase followers how about reciprocating?"
1	-1	"Which countries have you visited? - France, most of Italy, as a child I went to London, then I went ... http://t.co/bY79zkiD"
2	-1	"@ BR1_AO Thanks !!! :) Do you go to the office for the agreed fee?"
1	-2	"@itsmeganmurray @itsnicolemegan @itswillbekelee sorry if I interfere, I think so too, but then life is his and he decides what to do."
1	-1	"CALCIOMERCATO - Sansone ever closer to Sampdoria: for Di Marzio there are the figures: free loan with obligation to redeem 1.6 million"
1	-3	"Questions boredom everything but ASKATEMI! Http: //t.co/AeIGEks5 x1"
1	-1	"@marekstattoo all buckets?"
2	-1	"What kind of music do you like? - well a little bit of everything, just you rap? : 3 http://t.co/Kzy9Ajh2"
1	-3	"@AngeloMellone Do you think it is easy to be liberals in a country that demands public water and that wants to be assisted up to the grave?"
1	-1	"@ItsLaylaHere in my profile there is everything 8)"
2	-1	"@nastiassmile I'm talking to it right now, all right zsdfg to you with your friend?"
1	-1	"@braocean \ o / (in the sense that I signed up when there was still the gelmini pre-reform system. When the gelmini started, it was>"
3	-1	"i'm playing with akinator uuuu ahaha knows everything !!"
2	-1	"@AngelaNapoli ..... to show you all my esteem! Thanks"
1	-1	"CasaPound Italia - 2012 Revolution Direction - Speech by Buttafuoco http://t.co/y3Uhwpo7"
2	-2	"I'd say it's time to do something serious about it. All the rest is chatter. #fearless http://t.co/VjySRT9T"
1	-2	"@BomberNiko sorry but at 2 am to those who give you these news and after that they don't interest anyone ...."
1	-1	"What can I do? Thing?"
2	-1	"I met a blonde Brazilian girl ... I did it and it was the first time for her ... I felt good .... And I'm so pleased .."
3	-1	"come on juventus the south curve loves you all week I think only of you ,,"
1	-1	"@giulezio @Nicforci You can't please everyone, what do you say?"
2	-1	"@Ly_Tfn good morning wilmaa�?� another day has started and I'm already studying 👉👈, I can't wait to take this exam to free myself 💛"
3	-4	"That moment when you wake up on the most beautiful, as if the dream felt guilty for too much illusion given."
4	-1	"@Real_Liam_Payne but how much can I love you? how much? you're fucking perfect. �?�"
